gaokao_rank,word,phonetic,translation,priority,local_corpus_count,local_corpus_rank,frq_rank,bnc_rank,collins,oxford,tags,exchange,definition
1348,hide,haid,"n. 兽皮, 迹象, 躲藏处；vt. 藏, 隐瞒, 遮避, 剥...的皮, 隐藏；vi. 躲藏；[计] 隐藏",A,0,0,1255,1486,3,1,zk gk cet4 cet6 ky toefl gre,d:hidden/i:hiding/p:hid/3:hides/s:hides,"n. the dressed skin of an animal (especially a large animal) n. body covering of a living animal v. prevent from being seen or discovered v. be or go into hiding; keep out of sight, as for protection and safety"
1349,farm,fɑ:m,"n. 农场, 农田；vt. 耕种；vi. 种田",A,0,0,1258,1167,4,1,zk gk ielts,s:farms/d:farmed/p:farmed/i:farming/3:farms,n. workplace consisting of farm buildings and cultivated land as a unit v. be a farmer; work as a farmer v. collect fees or profits
1350,potential,pә'tenʃәl,"n. 潜在性, 可能性, 潜力, 潜能, 势, 位；a. 有潜力的, 可能的, 潜在的",A,0,0,1260,1438,4,1,gk cet4 cet6 ky toefl ielts gre,s:potentials,n. the inherent capacity for coming into being a. existing in possibility
1351,independent,.indi'pendәnt,"n. 独立自主者, 无党派者；a. 独立的, 有主见的, 不须依赖的, 不受约束的",A,0,0,1265,1013,5,1,gk cet4 cet6 ky toefl,s:independents,a. free from external control and constraint a. (of a clause) capable of standing syntactically alone as a complete sentence s. not controlled by a party or interest group
1352,shape,ʃeip,"n. 形状, 形态, 外形, 形式, 身材；vt. 定形, 使成形, 塑造, 计划, 使符合；vi. 成形, 形成, 成长；[计] 形状",A,0,0,1267,1200,4,1,zk gk cet4 cet6 ky,s:shapes/d:shaped/i:shaping/p:shaped/3:shapes,"n. any spatial attributes (especially as defined by outline) n. the spatial arrangement of something as distinct from its substance n. a concrete representation of an otherwise nebulous concept v. make something, usually for a specific function"
1353,crowd,kraud,"n. 群众, 一伙人；vt. 拥挤, 挤满, 挤进",A,0,0,1270,1686,4,1,gk cet4 cet6 ky toefl,s:crowds/p:crowded/d:crowded/i:crowding/3:crowds,n. a large number of things or people considered together n. an informal body of friends v. fill or occupy to the point of overflowing v. to gather together in large numbers
1354,express,ik'spres,"n. 快车, 快递, 专使；a. 明确的, 丝毫不差的, 专门的, 快的；vt. 表达, 表示, 表露",A,0,0,1272,839,4,1,zk gk cet4 cet6 ky,d:expressed/i:expressing/p:expressed/3:expresses,n. mail that is distributed by a rapid and efficient system n. public transport consisting of a fast train or bus that makes only a few scheduled stops n. rapid transport of goods v. give expression to
1355,apartment,ә'pɑ:tmәnt,"n. 房间, 公寓",A,0,0,1273,3711,3,1,gk cet4 ky ielts,s:apartments,n. a suite of rooms usually on one floor of an apartment house
1356,strength,streŋθ,"n. 力量, 实力, 强度, 浓度, 人数, 抵抗力；[化] 强度",A,0,0,1275,1194,4,1,gk cet4 cet6 ky toefl ielts,s:strengths,n. the property of being physically or mentally strong n. the condition of financial success
1357,horse,hɒ:s,"n. 马, 骑兵, 脚架；vi. 骑马, 取笑；vt. 使骑马, 系马于",A,0,0,1279,803,4,1,zk gk ielts,s:horses/i:horsing/p:horsed/3:horses/d:horsed,n. solid-hoofed herbivorous quadruped domesticated since prehistoric times n. a padded gymnastic apparatus on legs v. provide with a horse or horses
1358,guard,gɑ:d,"n. 守卫者, 警戒, 护卫队, 防护装置；vt. 保卫, 看守, 当心；vi. 防止, 警惕, 警卫, 看守",A,0,0,1284,2247,4,1,zk gk cet4 cet6 ky,s:guards/d:guarded/i:guarding/3:guards/p:guarded,n. a person who keeps watch over something or someone n. the person who plays that position on a football team n. a device designed to prevent injury or accidents n. a posture of defence in boxing or fencing
1359,demand,di'mɑ:nd,"n. 要求, 需求, 需要；v. 要求, 查询",A,0,0,1287,723,5,1,gk cet4 cet6 ky gre,s:demands/p:demanded/i:demanding/d:demanded/3:demands,n. an urgent or peremptory request n. the ability and desire to purchase goods and services n. the act of demanding v. request urgently and forcefully
1360,deliver,di'livә,"vt. 递送, 陈述, 释放, 发表, 引渡, 投递, 交付；[经] 交运",A,0,0,1288,1459,4,1,gk cet4 ky ielts,d:delivered/i:delivering/p:delivered/3:delivers,"v. deliver (a speech, oration, or idea) v. bring to a destination, make a delivery v. utter (an exclamation, noise, etc.) v. save from sins"
1361,text,tekst,"n. 文本, 正文, 课文, 主题, 圣经文句, 乐谱；[计] 电文; 文本; 正文",A,0,0,1289,1002,3,1,zk gk ielts,s:texts,n. the words of something written n. a passage from the Bible that is used as the subject of a sermon n. the main body of a written work (as distinct from illustrations or footnotes etc.)
1362,tool,tu:l,"n. 工具, 机床, 傀儡；vt. 用工具加工；vi. 使用工具",A,0,0,1291,1739,3,1,zk gk cet4 cet6 ky,s:tools/i:tooling/p:tooled/3:tools/d:tooled,n. an implement used in the practice of a vocation v. drive v. furnish with tools v. work with a tool
1363,wild,waild,"n. 荒野, 荒地；a. 野性的, 野蛮的, 野生的, 失控的, 任性的, 杂乱的, 轻率的, 狂热的, 疯狂的；adv. 狂暴地, 失控地",A,0,0,1292,1698,4,1,gk cet4 cet6 ky,r:wilder/t:wildest/s:wilds,n. a wild primitive state untouched by civilization a. marked by extreme lack of restraint or control a. in a natural state; not tamed or domesticated or cultivated s. in a state of extreme emotion
1364,vehicle,'vi:ikl,"n. 交通工具, 车辆, 传播媒介；[化] 载体; 运载体; 漆料",A,0,0,1293,1319,4,1,zk gk cet4 cet6 ky toefl ielts gre,s:vehicles,n. a conveyance that transports people or objects n. a medium for the expression or achievement of something n. any substance that facilitates the use of a drug or pigment or other material that is mixed with it
1365,observe,әb'zә:v,"vt. 觉察到, 遵守, 注意到, 庆祝；vi. 注意, 评论",A,0,0,1294,1288,3,1,gk cet4 cet6 ky toefl ielts,d:observed/p:observed/i:observing/3:observes,v. watch attentively v. behave as expected during of holidays or rites v. stick to correctly or closely v. conform one's action or practice to
1366,advantage,әd'vɑ:ntidʒ,"n. 优点, 便利, 好处, 优势；vt. 有助于",A,0,0,1301,969,4,1,zk gk cet4 ky,s:advantages/d:advantaged/i:advantaging/p:advantaged/3:advantages,n. the quality of having a superior or more favorable position n. (tennis) first point scored after deuce n. benefit resulting from some event or action v. give an advantage to
1367,earn,ә:n,"vt. 赚得, 获得, 博得；[计] 欧州科学研究网",A,0,0,1305,1727,4,1,gk cet4 ky,i:earning/d:earned/p:earned/3:earns,v. acquire or deserve by one's efforts or actions
1368,basis,'beisis,"n. 基础, 主要成分；[化] 基底",A,0,0,1307,694,4,1,gk cet4 ky ielts,,n. the fundamental assumptions from which something is begun or developed or calculated or explained n. the most important or necessary part of something
1369,bright,brait,"a. 明亮的, 聪明的, 鲜明的, 欢快的；adv. 明亮地, 欢快地",A,0,0,1308,1526,4,1,zk gk,r:brighter/t:brightest,a. emitting or reflecting light readily or in large amounts s. having striking color s. characterized by quickness and ease in learning s. having lots of light either natural or artificial
1370,operate,'ɒpәreit,"v. 操作, 运转, 动手术, 活动",A,0,0,1309,970,5,1,gk cet4 cet6 ky toefl,i:operating/d:operated/3:operates/p:operated,"v. direct or control; projects, businesses, etc. v. handle and cause to function v. happen"
1371,guest,gest,"n. 客人, 来宾, 旅客；[化] 客体",A,0,0,1310,1649,4,1,zk gk ielts,s:guests/i:guesting,n. a visitor to whom hospitality is extended n. United States journalist (born in England) noted for his syndicated homey verse (1881-1959) n. a customer of a hotel or restaurant etc.
1372,contribute,kәn'tribju:t,"vt. 有助于, 捐助, 投稿；vi. 出力, 捐献, 投稿",A,0,0,1312,1483,3,1,gk cet4 cet6 ky toefl ielts,d:contributed/i:contributing/p:contributed/3:contributes,v. contribute to some cause v. be conducive to
1373,tiny,'taini,"a. 很少的, 微小的",A,0,0,1313,1666,3,1,zk gk cet4 cet6 ky toefl,t:tiniest/r:tinier/s:tinies,s very small
1374,protection,prә'tekʃәn,"n. 保护, 防卫, 贸易保护制度；[计] 保护",A,0,0,1315,1220,4,1,gk cet4 cet6 toefl,s:protections,n. the activity of protecting someone or something n. the condition of being protected n. the imposition of duties or quotas on imports in order to protect domestic industry against foreign competition n. payment extorted by gangsters on threat of violence
1375,collect,kә'lekt,"v. 收集, 聚集, 集中, 搜集；a. 由收到者付款的；adv. 由收到者付款地",A,0,0,1318,1222,4,1,zk gk cet4 cet6 ky,d:collected/i:collecting/p:collected/3:collects,n. a short prayer generally preceding the lesson in the Church of Rome or the Church of England v. call for and obtain payment of v. get or bring together v. gather or collect
1376,identity,ai'dentiti,"n. 身份, 相同, 一致, 特性, 恒等式；[计] (打)标记, 标识",A,0,0,1322,2061,3,1,gk cet4 ky toefl ielts,s:identities,n. the distinct personality of an individual regarded as a persisting entity n. the individual characteristics by which a thing or person is recognized or known n. an operator that leaves unchanged the element on which it operates n. exact sameness
1377,title,'taitl,"n. 头衔, 名称, 标题, 书名, 扉页, 权利, 资格, 冠军, 字幕；vt. 授予头衔, 加标题于；[计] 标题",A,0,0,1323,855,4,1,gk cet4 cet6 ky toefl ielts,s:titles/d:titled/i:titling/p:titled/3:titles,n. a heading that names a statute or legislative bill; may give a brief summary of the matters it deals with n. the name of a work of art or literary composition etc. n. a general or descriptive heading for a section of a written work n. an identifying appellation signifying status or function: e.g. `Mr.' or `General'
1378,lesson,'lesn,"n. 课, 课业, 教训",A,0,0,1325,1953,3,1,zk gk,s:lessons,n. a unit of instruction n. a task assigned for individual study
1379,faith,feiθ,"n. 信心, 信任, 忠实, 保证；[法] 信任, 信仰, 信念",A,0,0,1326,1738,3,1,gk cet4 cet6 ky toefl ielts,s:faiths,n. complete confidence in a person or plan etc n. loyalty or allegiance to a cause or a person
1380,river,'rivә,"n. 河, 江；[法] 河流, 江河, 内河",A,0,0,1327,876,4,1,zk gk,s:rivers,n. a large natural stream of water (larger than a creek)
1381,promote,prәu'mәut,"vt. 促进, 晋升, 创办, 推销；[经] 促进, 推广, 推销",A,0,0,1328,1433,4,1,gk cet4 cet6 ky toefl ielts gre,d:promoted/i:promoting/3:promotes/p:promoted,"v. contribute to the progress or growth of v. give a promotion to or assign to a higher position v. be changed for a superior chess or checker piece v. change a pawn for a better piece by advancing it to the eighth row, or change a checker piece for a more valuable piece by moving it to the row closest to your opponent"
1382,marry,'mæri,"vt. 与...结婚, 娶, 嫁；vi. 结婚",A,0,0,1333,1217,4,1,zk gk cet4 ky,p:married/d:married/i:marrying/3:marries,v. take in marriage v. perform a marriage ceremony
1383,technique,tek'ni:k,"n. 技巧, 技术, 方法；[化] 工艺方法; 技巧",A,0,0,1335,949,4,1,gk cet4 cet6 ky ielts,s:techniques,n. a practical method or art applied to some particular task
1384,path,pɑ:θ,"n. 路径, 小路, 道路, 途径, 路线, 轨道；[计] 路径; DOS内部命令:设定DOS读取程序的路径",A,0,0,1336,1266,3,1,zk gk cet4 cet6 ky toefl,s:paths,n. a way especially designed for a particular use n. an established line of travel or access n. a line or route along which something travels or moves
1385,shop,ʃɒp,"n. 商店, 工厂, 车间；vi. 购物, 到处寻找；vt. 选购",A,0,0,1338,648,4,1,zk gk ielts,s:shops/i:shopping/p:shopped/3:shops/d:shopped,n. a mercantile establishment for the retail sale of goods or services v. do one's shopping v. shop around; not necessarily buying
1386,principle,'prinsipl,"n. 原则, 原理, 主义；[化] 原理",A,0,0,1341,722,4,1,gk cet4 cet6 ky gre,s:principles,n. a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct n. a rule or standard especially of good behavior n. a basic truth or law or assumption n. a rule or law concerning a natural phenomenon or the function of a complex system
1387,survive,sә'vaiv,"vt. 比...活得长, 生存, 生还, 幸免于；vi. 活下来, 幸存",A,0,0,1342,1325,4,1,gk cet4 cet6 ky toefl gre,p:survived/d:survived/3:survives/i:surviving,"v. continue to live through hardship or adversity v. continue in existence after (an adversity, etc.)"
1388,lift,lift,"n. 举起, 帮助, 昂扬, 电梯；vt. 升高, 提高, 鼓舞, 清偿, 空运, 举起, 剽窃；vi. 升起, 消散, 耸立",A,0,0,1343,1345,4,1,zk gk cet4 ky toefl ielts,p:lifted/d:lifted/i:lifting/s:lifts/3:lifts,n. the act of giving temporary assistance n. a wave that lifts the surface of the water or ground n. a device worn in a shoe or boot to make the wearer look taller or to correct a shortened leg n. one of the layers forming the heel of a shoe or boot
1389,border,'bɒ:dә,"n. 边缘, 边境, 边界, 花坛；vt. 在...上镶边, 接近；vi. 接界, 近似；[计] 边框",A,0,0,1344,1789,4,1,gk cet4 ky toefl ielts,s:borders/i:bordering/d:bordered/p:bordered/3:borders,n. a strip forming the outer edge of something v. provide with a border or edge v. lie adjacent to another or share a boundary
1390,competition,.kɒmpi'tiʃәn,"n. 竞争, 竞赛；[经] 竞争, 竞销, 比赛",A,0,0,1345,992,4,1,zk gk cet4 cet6 ky toefl ielts,s:competitions,n. a business relation in which two parties compete to gain customers n. the act of competing as for profit or a prize
1391,jump,dʒʌmp,"n. 跳跃, 跳动, 暴涨, 惊跳；vt. 跳跃, 跃过, 突升, 使跳跃；vi. 跳跃, 跳, 跳动, 暴涨；[计] 转移, 跳转",A,0,0,1346,1784,4,1,zk gk,p:jumped/i:jumping/d:jumped/3:jumps/s:jumps,n. a sudden and decisive increase n. (film) an abrupt transition from one scene to another n. descent with a parachute n. the act of jumping; propelling yourself off the ground
1392,gather,'gæðә,"n. 集合, 聚集；vi. 聚集, 集合, 渐增；vt. 使聚集, 搜集, 积聚",A,0,0,1347,1778,4,1,gk cet4 cet6 ky,d:gathered/p:gathered/i:gathering/3:gathers,n. sewing consisting of small folds or puckers made by pulling tight a thread in a line of stitching n. the act of gathering something v. assemble or get together v. conclude from evidence
1393,limit,'limit,"n. 界限, 边界, 限度, 极限, 限制；vt. 限制, 限定",A,0,0,1348,1439,4,1,gk cet4 cet6 ky,s:limits/d:limited/3:limits/i:limiting/p:limited,n. the greatest possible degree of something n. as far as something can go n. the boundary of a specific area n. the mathematical value toward which a function goes as the independent variable approaches infinity
1394,cry,krai,"n. 叫声, 哭声, 大叫；vi. 哭, 叫, 喊；vt. 叫喊, 大声说, 哭出",A,0,0,1351,1518,4,1,zk gk,p:cried/i:crying/s:cries/3:cries/d:cried,n. a loud utterance; often in protest or opposition n. a loud utterance of emotion (especially when inarticulate) n. a fit of weeping n. the characteristic utterance of an animal
1395,associate,ә'sәuʃieit,"n. 同伴, 伙伴, 关联的事物；vt. 使联合, 使发生联系；vi. 交往；[计] 关联",A,0,0,1354,1216,3,1,gk cet4 cet6 ky toefl ielts gre,d:associated/s:associates/i:associating/p:associated/3:associates,"n. a person who joins with others in some activity or endeavor n. a person with subordinate membership in a society, institution, or commercial enterprise n. any event that usually accompanies or is closely connected with another v. make a logical or causal connection"
1396,aspect,'æspekt,"n. 外观, 方面, 面貌, 方向；[医] 方面, 局面; 外观",A,0,0,1357,862,4,1,gk cet4 cet6 ky toefl gre,s:aspects,n. a distinct feature or element in a problem n. a characteristic to be considered n. the beginning or duration or completion or repetition of the action of a verb
1397,insist,in'sist,"v. 坚持, 坚决主张, 强调",A,0,0,1359,1411,4,1,zk gk cet4 cet6 ky toefl,p:insisted/3:insists/i:insisting/d:insisted,v. be emphatic or resolute and refuse to budge v. assert to be true
1398,failure,'feiljә,"n. 失败, 失败者, 不足, 缺乏, 破产；[计] 故障; 失效",A,0,0,1360,1147,4,1,gk cet4 ky ielts,s:failures,n. an act that fails n. an event that does not accomplish its intended purpose n. lack of success n. a person with a record of failing; someone who loses consistently
1399,annual,'ænjuәl,"n. 年刊, 年报；a. 每年的, 一年一次的, 全年的, 一年生的",A,0,0,1361,1215,4,1,gk cet4 ky toefl ielts,s:annuals,n. (botany) a plant that completes its entire life cycle within the space of a year n. a reference book that is published regularly once every year a. completing its life cycle within a year s. occurring or payable every year
1400,comment,'kɒment,"n. 注解, 批评, 评论, 备注；vi. 评论, 注解；[计] 备注",A,0,0,1363,1279,4,1,gk cet4 cet6 ky toefl ielts,s:comments/p:commented/i:commenting/d:commented/3:comments,n. a written explanation or criticism or illustration that is added to a book or other textual material v. make or write a comment on v. explain or interpret something
1401,affair,ә'fєә,"n. 事件, 事务, 恋爱事件",A,0,0,1364,941,4,1,gk cet4 cet6 ky toefl,s:affairs,n. a usually secretive or illicit sexual relationship n. a vaguely specified social event
1402,procedure,prә'si:dʒә,"n. 程序, 过程, 手续；[计] 规程; 过程",A,0,0,1369,897,3,1,gk cet4 cet6 ky toefl ielts,s:procedures,n. a particular course of action intended to achieve a result n. a mode of conducting legal and parliamentary proceedings
1403,regular,'regjulә,"a. 规则的, 常例的, 有秩序的, 整齐的, 等边的, 定期的, 经常的, 合格的, 常备军的；n. 正规军, 正式队员；adv. 经常地；n. 正常体；[计] 正常体",A,0,0,1370,1276,4,1,gk cet4 cet6 ky toefl ielts,s:regulars,n. a regular patron n. a soldier in the regular army n. a dependable follower (especially in party politics) n. a garment size for persons of average height and weight
1404,spread,spred,"n. 传播, 散布, 伸展；a. 双唇展开的, 伸展的；vt. 展开, 铺开, 传播, 推广, 伸出, 涂, 敷, 延伸；vi. 展开, 扩大, 传开, 延伸；[计] 展开",A,0,0,1371,1575,4,1,zk gk cet4 cet6 ky,d:spread/0:spread/1:dp/p:spread/i:spreading/3:spreads/s:spreads,n. process or result of distributing or extending over a wide expanse of space n. a tasty mixture to be spread on bread or crackers or used in preparing other dishes n. two facing pages of a book or other publication n. the expansion of a person's girth (especially at middle age)
1405,chairman,'tʃєәmәn,"n. 主席, 会长；[经] 主席",A,0,0,1372,864,4,1,zk gk cet4 cet6 ky,s:chairmen/i:chairmanning/p:chairmanned/3:chairmans/d:chairmanned,"n the officer who presides at the meetings of an organization v act or preside as chair, as of an academic department in a university"
1406,soft,sɒft,"a. 软的, 温和的, 柔和的, 柔滑的, 温柔的, 软弱的, 坡度小的, 笨的, 纸币的；n. 柔软的东西, 笨人, 纸币；adv. 柔软地, 温和地",A,0,0,1374,1436,4,1,zk gk cet4 cet6 ky,r:softer/t:softest,a. yielding readily to pressure or weight a. compassionate and kind; conciliatory a. (of sound) relatively low in volume a. not protected against attack (especially by nuclear weapons)
1407,ignore,ig'nɒ:,"vt. 不理睬, 忽视, 驳回, 忽略；[计] 忽略",A,0,0,1375,1296,4,1,gk cet4 cet6 ky toefl,d:ignored/i:ignoring/p:ignored/3:ignores,v. refuse to acknowledge v. fail to notice v. be ignorant of or in the dark about
1408,egg,eg,"n. 蛋, 卵；vt. 挑唆, 煽动, 调蛋黄",A,0,0,1376,1532,4,1,zk gk,s:eggs/p:egged/i:egging/3:eggs/d:egged,n. animal reproductive body consisting of an ovum or embryo together with nutritive and protective envelopes; especially the thin-shelled reproductive body laid by e.g. female birds n. oval reproductive body of a fowl (especially a hen) used as food v. throw eggs at v. coat with beaten egg
1409,belief,bi'li:f,"n. 信念, 相信, 信仰",A,0,0,1378,1291,3,1,gk cet4 ky toefl,s:beliefs,n. any cognitive content held as true
1410,religion,ri'lidʒәn,"n. 宗教, 信仰；[法] 宗教, 宗教信仰, 信仰",A,0,0,1383,1819,3,1,gk cet4 cet6 ky toefl ielts gre,s:religions,n. a strong belief in a supernatural power or powers that control human destiny n. an institution to express belief in a divine power
1411,review,ri'vju:,"n. 检讨, 复习, 回顾, 检阅, 评论；vt. 温习, 检讨, 评论, 再检察, 复审；vi. 复习功课, 写评论",A,0,0,1384,1128,4,1,zk gk cet4 cet6 ky toefl ielts,d:reviewed/s:reviews/i:reviewing/p:reviewed/3:reviews,n. an essay or article that gives a critical evaluation (as of a book or play) n. (accounting) a service (less exhaustive than an audit) that provides some assurance to interested parties as to the reliability of financial data n. a periodical that publishes critical essays on current affairs or literature or art n. (law) a judicial reexamination of the proceedings of a court (especially by an appellate court)
1412,editor,'editә,"n. 编者, 编辑, 主笔, 编辑器, 编辑装置；[计] 编辑器",A,0,0,1385,1945,4,1,gk cet4 cet6 ky ielts,s:editors,n. a person responsible for the editorial aspects of publication; the person who determines the final content of a text (especially of a newspaper or magazine)
1413,document,'dɒkjumәnt,"n. 文件, 公文, 文档；vt. 证明, 为...引证；[计] 文档",A,0,0,1389,1052,4,1,gk cet4 cet6 ky toefl gre,s:documents/d:documented/i:documenting/p:documented/3:documents,n. writing that provides information (especially information of an official nature) n. anything serving as a representation of a person's thinking by means of symbolic marks n. a written account of ownership or obligation v. record in detail
1414,speed,spi:d,"n. 速率, 速度, 迅速；vi. 加速, 超速, 快进；vt. 快速传送, 促进, 使加速；[计] 中央处理机速度设置程序",A,0,0,1390,1245,4,1,zk gk cet4 cet6 ky ielts,s:speeds/i:speeding/p:sped/3:speeds/d:speeded,n. distance travelled per unit time n. a rate (usually rapid) at which something happens n. changing location rapidly v. travel at an excessive or illegal velocity
1415,influence,'influәns,"n. 影响力, 权力, 势力；vt. 影响, 改变",A,0,0,1392,1061,4,1,zk gk cet4 cet6 ky ielts,d:influenced/s:influences/i:influencing/3:influences/p:influenced,n. a power to affect persons or events especially power based on prestige etc n. causing something without any direct or apparent effort n. a cognitive factor that tends to have an effect on what you do n. the effect of one thing (or person) on another
1416,commit,kә'mit,"vt. 委托(托付), 犯罪, 指派...作战, 使承担义务；[法] 犯, 做, 把...交托给",A,0,0,1394,1393,4,1,gk cet4 cet6 ky toefl ielts gre,d:committed/i:committing/p:committed/3:commits,v. cause to be admitted; of persons to an institution v. engage in or perform
1417,youth,ju:θ,"n. 年轻, 青年时代, 青年们, 青春；[法] 青年, 青年时期, 青春时期",A,0,0,1397,1508,4,1,gk cet4 cet6 ky ielts,s:youths,n. the time of life between childhood and maturity n. early maturity; the state of being young or immature or inexperienced n. an early period of development n. the freshness and vitality characteristic of a young person
1418,wave,weiv,"n. 波, 波浪, 波动, 起伏, 高潮, 潮涌, 挥手致意, (气压)突变；vi. 波动, 飘动, 挥手示意, 起伏；vt. 使波动, 使飘扬, 挥舞, 使成波浪形",A,0,0,1398,1586,4,1,gk cet4 cet6 ky ielts,s:waves/p:waved/i:waving/d:waved/3:waves,n. one of a series of ridges that moves across the surface of a liquid (especially across a large body of water) n. a movement like that of a sudden occurrence or increase in a specified phenomenon n. (physics) a movement up and down or back and forth n. something that rises rapidly
1419,afraid,ә'freid,"a. 害怕的, 恐怕的, 遗憾的",A,0,0,1400,1562,3,1,zk gk,,a. filled with fear or apprehension s. filled with regret or concern; used often to soften an unpleasant statement s. feeling worry or concern or insecurity s. having feelings of aversion or unwillingness
1420,broad,brɒ:d,"a. 宽广的, 辽阔的, 广大的, 显著的；adv. 宽阔地；n. 宽阔部分",A,0,0,1404,1462,4,1,gk cet4 ky,r:broader/t:broadest/s:broads,n. slang term for a woman s. not detailed or specific s. lacking subtlety; obvious s. being at a peak or culminating point
1421,blow,blәu,"n. 吹, 打击, 殴打, 花开；v. 吹, 风吹, 吹响, 开花",A,0,0,1414,1822,3,1,zk gk toefl,p:blew/d:blown/i:blowing/s:blows/3:blows,n. a powerful stroke with the fist or a weapon n. an impact (as from a collision) n. forceful exhalation through the nose or mouth v. exhale hard
1422,construction,kәn'strʌkʃәn,"n. 建筑, 构造, 建筑物；[化] 施工",A,0,0,1415,1442,3,1,gk cet4 cet6 ky toefl ielts,s:constructions,n. the act of constructing something n. a group of words that form a constituent of a sentence and are considered as a single unit n. the creation of a construct; the process of combining ideas into a congruous object of thought n. drawing a figure satisfying certain conditions as part of solving a problem or proving a theorem
1423,intelligence,in'telidʒәns,"n. 智力, 情报, 信息；[医] 智力",A,0,0,1417,2444,3,1,gk cet4 cet6 ky toefl ielts,s:intelligences,n. the ability to comprehend; to understand and profit from experience n. a unit responsible for gathering and interpreting information about an enemy n. secret information about an enemy (or potential enemy) n. the operation of gathering information about an enemy
1424,connection,kә'nekʃәn,"n. 连接, 关系, 前后关系；[计] 连接",A,0,0,1421,1669,3,1,gk cet4 cet6 ky toefl,s:connections,n. a relation between things or events (as in the case of one causing the other or sharing features with it) n. the state of being connected n. an instrumentality that connects n. (usually plural) a person who is influential and to whom you are connected in some way (as by family or friendship)
1425,burn,bә:n,"vt. 烧, 烧毁, 烧伤；vi. 燃烧, 发热, 烧毁；n. 烧伤, 烙印",A,0,0,1422,1754,4,1,zk gk cet4 cet6 ky,d:burnt/i:burning/p:burned/s:burns/3:burns,n. pain that feels hot as if it were on fire n. an injury caused by exposure to heat or chemicals or radiation n. a place or area that has been burned (especially on a person's body) n. damage inflicted by fire
1426,shoe,ʃu:,"n. 鞋, 靴, 外胎；vt. 给...穿鞋, 为马钉蹄铁",A,0,0,1423,1885,3,1,zk gk,s:shoes/d:shod/i:shoeing/p:shod/3:shoes,n. footwear shaped to fit the foot (below the ankle) with a flexible upper of leather or plastic and a sole and heel of heavier material n. (card games) a case from which playing cards are dealt one at a time v. furnish with shoes
1427,committee,kә'miti,n. 委员会；[经] 委员会,A,0,0,1428,450,5,1,gk cet4 cet6 ky toefl ielts,s:committees,n. a special group delegated to consider some matter n. a self-constituted organization to promote something
1428,aware,ә'wєә,"a. 知道的, 有觉悟的",A,0,0,1439,921,4,1,gk cet4 ky toefl ielts,,a. (sometimes followed by `of') having or showing knowledge or understanding or realization or perception
1429,function,'fʌŋkʃәn,"n. 官能, 职务, 功能, 函数；vi. 活动, 运行, 行使职责；[计] 功能, 函数",A,0,0,1442,782,4,1,gk cet4 cet6 ky ielts,s:functions/i:functioning/p:functioned/3:functions/d:functioned,n. (mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function) n. what something is used for n. the actions and activities assigned to or required or expected of a person or group n. a relation such that one thing is dependent on another
1430,bone,bәun,"n. 骨头, 骨, 骨制品；vt. 剔骨；vi. 专心致志",A,0,0,1443,1934,3,1,gk cet4 ky,s:bones/i:boning/p:boned/3:bones/d:boned,n. rigid connective tissue that makes up the skeleton of vertebrates n. the porous calcified substance from which bones are made n. a shade of white the color of bleached bones v. remove the bones from
1431,below,bi'lәu,prep. 在下面；adv. 在下面,A,0,0,1450,1136,4,1,zk gk toefl,,r. in or to a place that is lower r. at a later place r. (in writing) see below
1432,dangerous,'deindʒәrәs,"a. 危险的；[法] 危险的, 危害的",A,0,0,1457,1609,4,1,zk gk cet4 ky toefl ielts,,a. involving or causing danger or risk; liable to hurt or harm s. causing fear or anxiety by threatening great harm
1433,remind,ri'maind,"vt. 提醒, 使想起",A,0,0,1458,1700,3,1,gk cet4 cet6 ky toefl ielts,p:reminded/d:reminded/3:reminds/i:reminding,v. put in the mind of someone
1434,moral,'mɒrәl,"n. 道德, 品行, 寓意；a. 道德的, 品性端正的, 精神上的",A,0,0,1459,1787,3,1,gk cet4 cet6 ky toefl,s:morals,n. the significance of a story or event a. concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles s. psychological rather than physical or tangible in effect
1435,category,'kætigәri,"n. 种类, 类项；[计] 分类",A,0,0,1461,1419,3,1,gk cet6 ky toefl ielts gre,s:categories,n. a general concept that marks divisions or coordinations in a conceptual scheme
1436,victory,'viktәri,"n. 胜利, 战胜, 克服",A,0,0,1463,1514,4,1,zk gk cet4 cet6 ky toefl,s:victories,n. a successful ending of a struggle or contest
1437,academic,.ækә'demik,"a. 学院的, 学术的, 不切实际的；n. 大学生, 大学教师, 学者, 学会会员",A,0,0,1465,1941,3,1,gk cet4 cet6 ky toefl ielts gre,s:academics,a. associated with academia or an academy s. hypothetical or theoretical and not expected to produce an immediate or practical result s. marked by a narrow focus on or display of learning especially its trivial aspects
1438,internet,'intәnet,"[计] 因特网, 国际互连网, 网际网络, 互连网络, 广域网",A,0,0,1467,31055,,1,zk gk cet4 ky ielts,,n. a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange
1439,healthy,'helθi,"a. 健康的, 有益健康的, 卫生的；[医] 健康的",A,0,0,1468,2199,3,1,zk gk,r:healthier/t:healthiest,a. having or indicating good health in body or mind; free from infirmity or disease s. financially secure and functioning well s. promoting health; healthful s. exercising or showing good judgment
